cod_entidad;entidad;cod_tipo_gasto;tipo_gasto;cod_grupo_gasto;grupo_gasto;cod_subgrupo_gasto;subgrupo_gasto;cod_renglon;renglon;asignado;vigente;devengado
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;153;ARRENDAMIENTO DE MAQUINAS Y EQUIPOS DE OFICINA;782520;1531615;407951.31
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;155;ARRENDAMIENTO DE MEDIOS DE TRANSPORTE;1879976;1787711;80574.61
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;157;ARRENDAMIENTO DE EQUIPO DE COMPUTO;2566375;2386453;194718.78
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;158;DERECHOS DE BIENES INTANGIBLES;5605504;5539980;988680.81
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;165;MANTENIMIENTO Y REPARACION DE MEDIOS DE TRANSPORTE;706528;1024028;409279.11
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;170;MANTENIMIENTO Y REPARACION DE OBRAS E INSTALACIONES;171;MANTENIMIENTO Y REPARACION DE EDIFICIOS;11656606;5194128;728489.08
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;170;MANTENIMIENTO Y REPARACION DE OBRAS E INSTALACIONES;174;MANTENIMIENTO Y REPARACION DE INSTALACIONES;7330026;1889932;256101.95
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;182;SERVICIOS MEDICO-SANITARIOS;480000;480000;262000
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;183;SERVICIOS JURIDICOS;53787624;33800854;9439413.84
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;189;OTROS ESTUDIOS Y/O SERVICIOS;25893463;32302209;8043121.82
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;191;PRIMAS Y GASTOS DE SEGUROS Y FIANZAS;2147125;1890466;1407301.24
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;196;SERVICIOS DE ATENCION Y PROTOCOLO;3939542;3529423;132786.95
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;197;SERVICIOS DE VIGILANCIA;3914459;3858479;2190780.83
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;210;ALIMENTOS Y PRODUCTOS AGROPECUARIOS;211;ALIMENTOS PARA PERSONAS;921480;1402883;569564.53
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;241;PAPEL DE ESCRITORIO;793248;1132740;212265.83
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;244;PRODUCTOS DE ARTES GRAFICAS;224610;340367;37865.85
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;267;TINTES, PINTURAS Y COLORANTES;2738927;2699808;777186.54
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;268;PRODUCTOS PLASTICOS, NYLON, VINIL Y P.V.C.;473018;868837;461616.15
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;291;UTILES DE OFICINA;453347;898420;183339.31
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;292;PRODUCTOS SANITARIOS, DE LIMPIEZA Y DE USO PERSONAL;186992;630184;272985.82
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;114;CORREOS Y TELEGRAFOS;665216;614996;160550.61
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;130;VIATICOS, GASTOS CONEXOS Y RECONOCIMIENTO DE GASTOS;133;VIATICOS EN EL INTERIOR;1459205;1257439;50728.85
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;162;MANTENIMIENTO Y REPARACION DE  EQUIPO DE OFICINA;483689;376975;57419.73
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;185;SERVICIOS DE CAPACITACION;17058643;11232907;751759.4
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;199;OTROS SERVICIOS;13115310;11487404;3754778.11
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;243;PRODUCTOS DE PAPEL O CARTON;530068;902751;413107.4
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;245;LIBROS, REVISTAS Y PERIODICOS;216452;218897;50910.84
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;262;COMBUSTIBLES Y LUBRICANTES;2246550;1593803;661847.64
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;298;ACCESORIOS Y REPUESTOS EN GENERAL;679879;311976;33804.26
11130011;MINISTERIO DE ECONOMIA;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;322;MOBILIARIO Y EQUIPO DE OFICINA;632550;1314744;536007.97
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;130;VIATICOS, GASTOS CONEXOS Y RECONOCIMIENTO DE GASTOS;136;RECONOCIMIENTO DE GASTOS;2696557;2904918;159066.18
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;168;MANTENIMIENTO Y REPARACION DE EQUIPO DE COMPUTO;1233788;888267;220239.25
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;184;SERVICIOS ECONOMICOS, FINANCIEROS, CONTABLES Y DE AUDITORIA;902000;743000;525000
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;283;PRODUCTOS DE METAL Y SUS ALEACIONES;1264;8264;857
11130011;MINISTERIO DE ECONOMIA;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;328;EQUIPO DE COMPUTO;662914;2777914;700970.5
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;40;SERVICIOS EXTRAORDINARIOS;41;SERVICIOS EXTRAORDINARIOS DE PERSONAL PERMANENTE;1200000;1200000;489654.77
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;111;ENERGIA ELECTRICA;2743020;3041520;1674965.97
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;112;AGUA;478720;453620;172269.41
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;113;TELEFONIA;4101980;4518305;2596662.21
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;115;EXTRACCION DE BASURA Y DESTRUCCION DE DESECHOS SOLIDOS;58930;46750;25695.66
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;110;SERVICIOS BASICOS Y OTROS COMPLEMENTARIOS;116;SERVICIOS DE LAVANDERIA;18000;18000;1000
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;140;TRANSPORTE Y ALMACENAJE;142;FLETES;917544;132536;65525
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;140;TRANSPORTE Y ALMACENAJE;143;ALMACENAJE;1090000;306400;192787.62
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;151;ARRENDAMIENTO DE EDIFICIOS Y LOCALES;6836524;7604871;5059994.86
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;164;MANTENIMIENTO Y REPARACION DE EQUIPOS EDUCACIONALES Y RECREATIVOS;0;5000;480
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;166;MANTENIMIENTO Y REPARACION DE EQUIPO PARA COMUNICACIONES;178000;124972;76967
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;169;MANTENIMIENTO Y REPARACION DE OTRAS MAQUINARIAS Y EQUIPOS;697034;759141;370208
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;186;SERVICIOS DE INFORMATICA Y SISTEMAS COMPUTARIZADOS;5799392;4343846;596815.23
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;194;GASTOS BANCARIOS, COMISIONES Y OTROS GASTOS;738060;39371;6393.3
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;190;OTROS SERVICIOS NO PERSONALES;195;IMPUESTOS, DERECHOS Y TASAS;441314;496714;65710.26
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;210;ALIMENTOS Y PRODUCTOS AGROPECUARIOS;219;OTROS ALIMENTOS, PRODUCTOS AGROFORESTALES Y AGROPECUARIOS;0;5280;550
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;230;TEXTILES Y VESTUARIO;231;HILADOS Y TELAS;112000;90100;20
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;230;TEXTILES Y VESTUARIO;232;ACABADOS TEXTILES;7784;130499;515
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;230;TEXTILES Y VESTUARIO;233;PRENDAS DE VESTIR;832819;1093702;287584.98
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;230;TEXTILES Y VESTUARIO;239;OTROS TEXTILES Y VESTUARIO;10000;51550;28974
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;242;PAPELES COMERCIALES, CARTULINAS, CARTONES Y OTROS;10300;41710;2758.12
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;250;PRODUCTOS DE CUERO Y CAUCHO;253;LLANTAS Y NEUMATICOS;249812;250812;35399.4
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;250;PRODUCTOS DE CUERO Y CAUCHO;254;ARTICULOS DE CAUCHO;10358;40358;6694.15
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;261;ELEMENTOS Y COMPUESTOS QUIMICOS;854133;535465;134244.11
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;264;INSECTICIDAS, FUMIGANTES Y SIMILARES;3500;22200;8798
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;266;PRODUCTOS MEDICINALES Y FARMACEUTICOS;103906;231040;160984.14
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;260;PRODUCTOS QUIMICOS Y CONEXOS;269;OTROS PRODUCTOS QUIMICOS Y CONEXOS;7770;63920;9310.4
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;275;PRODUCTOS DE CEMENTO, POMEZ, ASBESTO Y YESO;0;2000;77.55
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;286;HERRAMIENTAS MENORES;5100;27100;6000
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;289;OTROS PRODUCTOS METALICOS;4183;10624;5385.3
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;293;UTILES EDUCACIONALES Y CULTURALES;3260;12760;1682.7
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;295;UTILES MENORES, SUMINISTROS E INSTRUMENTAL MEDICO-QUIRURGICOS, DE LABORATORIO Y CUIDADO DE LA SALUD;3630;2028935;891572.1
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;297;MATERIALES, PRODUCTOS Y ACCS. ELECTRICOS, CABLEADO ESTRUCTURADO DE REDES INFORMATICAS Y TELEFONICAS;65804;171295;61708.57
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;299;OTROS MATERIALES Y SUMINISTROS;10301;291764;79799.89
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;410;TRANSFERENCIAS DIRECTAS A PERSONAS INDIVIDUALES;411;AYUDA PARA FUNERALES;684000;144724;24500
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;410;TRANSFERENCIAS DIRECTAS A PERSONAS INDIVIDUALES;413;INDEMNIZACIONES AL PERSONAL;1944000;2934692;2343382.24
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;410;TRANSFERENCIAS DIRECTAS A PERSONAS INDIVIDUALES;415;VACACIONES PAGADAS POR RETIRO;1300000;889308;621509.17
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;410;TRANSFERENCIAS DIRECTAS A PERSONAS INDIVIDUALES;419;OTRAS TRANSFERENCIAS A PERSONAS INDIVIDUALES;640000;2000101375;1742896804
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;900;ASIGNACIONES GLOBALES;910;GASTOS IMPREVISTOS;913;SENTENCIAS JUDICIALES;1518725;5274283;3925414.39
11130011;MINISTERIO DE ECONOMIA;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;324;EQUIPO EDUCACIONAL, CULTURAL Y RECREATIVO;47250;219250;55853.62
11130011;MINISTERIO DE ECONOMIA;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;326;EQUIPO PARA COMUNICACIONES;0;532999;58271.77
11130011;MINISTERIO DE ECONOMIA;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;329;OTRAS MAQUINARIAS Y EQUIPOS;2355800;3125950;1195170.8
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;296;UTILES DE COCINA Y COMEDOR;5420;27920;4879
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;240;PRODUCTOS DE PAPEL, CARTON E IMPRESOS;247;ESPECIES TIMBRADAS Y VALORES;11348;11448;818.6
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;272;PRODUCTOS DE VIDRIO;3210;3210;0
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;430;TRANSFERENCIAS  A ENTIDADES DEL SECTOR PRIVADO;435;TRANSFERENCIAS A  OTRAS INSTITUCIONES SIN FINES DE LUCRO;1717200;1717200;0
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;450;TRANSFERENCIAS AL SECTOR PUBLICO NO EMPRESARIAL;453;TRANSFERENCIAS A ENTIDADES DESCENTRALIZADAS Y AUTONOMAS NO FINANCIERAS;77773856;56800000;32140000
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;450;TRANSFERENCIAS AL SECTOR PUBLICO NO EMPRESARIAL;454;TRANSFERENCIAS A INSTITUCIONES PUBLICAS FINANCIERAS;0;4000000;2666670
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;470;TRANSFERENCIAS  AL SECTOR EXTERNO;472;TRANSFERENCIAS A ORGANISMOS E INSTITUCIONES INTERNACIONALES;1479501;1624144;1351960.23
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;400;TRANSFERENCIAS CORRIENTES;470;TRANSFERENCIAS  AL SECTOR EXTERNO;473;TRANSFERENCIAS A ORGANISMOS REGIONALES;5129341;4984698;4412997.98
11130011;MINISTERIO DE ECONOMIA;20;INVERSION;500;TRANSFERENCIAS DE CAPITAL;510;TRANSFERENCIAS AL SECTOR PRIVADO;512;TRANSFERENCIAS A INSTITUCIONES SIN FINES DE LUCRO;30000;30000;0
11130011;MINISTERIO DE ECONOMIA;20;INVERSION;500;TRANSFERENCIAS DE CAPITAL;530; TRANSFERENCIAS AL SECTOR PUBLICO NO EMPRESARIAL;533;TRANSFERENCIAS A ENTIDADES DESCENTRALIZADAS Y AUTONOMAS NO FINANCIERAS;200000;200000;0
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;210;ALIMENTOS Y PRODUCTOS AGROPECUARIOS;214;PRODUCTOS AGROFORESTALES, MADERA, CORCHO Y SUS MANUFACTURAS;1750;12258;0
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;220;MINERALES;223;PIEDRA, ARCILLA Y ARENA;0;1000;0
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;271;PRODUCTOS DE ARCILLA;0;3000;0
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;270;PRODUCTOS DE MINERALES NO METALICOS;274;CEMENTO;0;1300;0
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;285;MATERIALES Y EQUIPOS DIVERSOS;1200000;175904;0
11130011;MINISTERIO DE ECONOMIA;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;323;MOBILIARIO Y EQUIPO MEDICO-SANITARIO Y DE LABORATORIO;265000;33300;800
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;280;PRODUCTOS METALICOS;284;ESTRUCTURAS METALICAS ACABADAS;0;65000;32500
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;150;ARRENDAMIENTOS Y DERECHOS;156;ARRENDAMIENTO DE OTRAS MAQUINAS Y EQUIPO;0;52000;34150
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;160;MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO;163;MANTENIMIENTO Y REPARACION DE EQUIPO MEDICO, SANITARIO Y DE LABORATORIO;282385;22441;0
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;181;ESTUDIOS, INVESTIGACIONES Y PROYECTOS DE PRE-FACTIBILIDAD Y FACTIBILIDAD;50880;0;0
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;250;PRODUCTOS DE CUERO Y CAUCHO;252;ARTICULOS DE CUERO;19033;19033;848
11130011;MINISTERIO DE ECONOMIA;20;INVERSION;300;PROPIEDAD, PLANTA, EQUIPO  E INTANGIBLES;320;MAQUINARIA Y EQUIPO;321;MAQUINARIA Y EQUIPO DE PRODUCCION;0;12000;0
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;80;PERSONAL CONTRATADO POR ORGANISMOS INTERNACIONALES;81;PERSONAL ADMINISTRATIVO, TECNICO, PROFESIONAL Y OPERATIVO;2289445;2289445;1538982.76
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;290;OTROS MATERIALES Y SUMINISTROS;294;UTILES DEPORTIVOS Y RECREATIVOS;6600;6600;0
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;100;SERVICIOS NO PERSONALES;180;SERVICIOS TECNICOS Y PROFESIONALES;187;SERVICIOS POR ACTUACIONES ARTISTICAS Y DEPORTIVAS;26902;24900;0
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;200;MATERIALES Y SUMINISTROS;250;PRODUCTOS DE CUERO Y CAUCHO;251;CUEROS Y PIELES;0;8000;0
11130011;MINISTERIO DE ECONOMIA;20;INVERSION;600;ACTIVOS FINANCIEROS;640;CONCESIONES DE PRESTAMOS  A LARGO PLAZO;641;PRESTAMOS AL SECTOR PRIVADO;0;400000000;0
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;22;PERSONAL POR CONTRATO;1261440;1600440;1217165.24
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;24;COMPLEMENTO PERSONAL AL SALARIO DEL PERSONAL TEMPORAL;12000;12000;0
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;20;PERSONAL TEMPORAL;27;COMPLEMENTOS ESPECIFICOS AL PERSONAL TEMPORAL;91300;115700;83924.92
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;10;PERSONAL EN CARGOS FIJOS;18;COMPLEMENTO POR DIFERENCIAL CAMBIARIO AL PERSONAL EN EL EXTERIOR;5900757;5889276;4404663.02
11130011;MINISTERIO DE ECONOMIA;10;GASTOS DE FUNCIONAMIENTO;0;SERVICIOS PERSONALES;60;DIETAS Y GASTOS DE REPRESENTACION;64;GASTOS DE REPRESENTACION EN EL EXTERIOR;34800;34800;26250
